dataset_row_number,record_id,document_name,record_type,court_family,judgment_number,actions,substantive_action_count,old_record_sha256,new_record_sha256,hash_refreshed
78,zimlex-2022-8e1f377c9894efb8213b,The Prosecutor General of Zimbabwe v Smith (198 of 2022) [2022] ZWBHC 198 (21 July 2022) Copy.docx,law_report_draft,High Court,HB 198/22,,0,0994c0280db8f41e81047bb97eaf5b41000267fb04b161ff20aac5dcf4f079da,02450a3331ca9af1643433936aa2dfc4ae95fe26637e2a835b64c0264ffd9826,True
79,zimlex-2022-4bb10ead65b4734f459e,Bonda and Another v Jr Goddard Contracting (Pvt) Ltd (199 of 2022) [2022] ZWBHC 199 (21 July 2022) Copy.docx,law_report_draft,High Court,HB 199/22,,0,32cb3bacb8706d78c1ec6611dc096ba73230cca89eb08eaae2202e3150f9539c,c6fd1a45628246376024d8e7c112147d334fd95f151b86e9381f538a1bd9b433,True
80,zimlex-2022-e8bf7e225e3f23b98708,Sibanda v G & G Preserves (Pvt) Ltd and Another (20 of 2022) [2022] ZWBHC 20 (20 January 2022) Copy.docx,law_report_draft,High Court,HB 20/22,,0,1ebf4bba9ae58c39cfff1051abec965e855e42d1cf904e0209d44054baf56829,0dce51f0fb28637812e62fa2bd09abaade62e531977a314b8fbef75bdd08276b,True
81,zimlex-2022-9ba00ae5333514d94cb2,S v Dlodlo (200 of 2022) [2022] ZWBHC 200 (21 July 2022) Copy.docx,law_report_draft,High Court,HB 200/22,,0,63dd643c3ce5c4fb71e64ab98dbc760089f36c850ac3e3dcc59dad15b5c46a8c,4c398fa7024d96a2ceeaf5e8a59fe3e72d66b467b1fc76015c066a0eb1052120,True
82,zimlex-2022-a4bcfb486f749cb20e21,ZONDOS~1.DOC,law_report_draft,High Court,HB 201/22,,0,3f2c618c1ce0081d896530210c4ec6a804a54a39d1ae3b483b5f527923eb3570,0bc52a89d285cb0f9a50f7d709250c9f4df77e9aefd51067bd30a029a83284be,True
83,zimlex-2022-f23a079bbc231b6ce021,Acumec PBC v Zimbabwe Revenue Auth (203 of 2022) [2022] ZWBHC 203 (28 July 2022) Copy.docx,law_report_draft,High Court,HB 203/22,,0,5148accd77177a68107dd9ad29bde46fde5bc2da23f84ffd149a99fb76522571,d41612aa9491074ede23f90612d3eda2868e3f2f2c441c9946bcde55fcbf435b,True
84,zimlex-2022-a9fea463bcfe79112d8e,S v Mlotshwa and Another (206 of 2022) [2022] ZWBHC 206 (28 September 2022) Copy.docx,law_report_draft,High Court,HB 206/22,,0,da8c97734389a456522918c29e8c4897f916fafad6aa707a0ad7d00db6d3af7c,e4c433c82964048c9652eda742a6d4e885bf43c0bfdb964f339f568ce3759cf5,True
85,zimlex-2022-1c676f7e1d09fc518f64,S v Moyo (208 of 2022) [2022] ZWBHC 208 (28 July 2022) Copy.docx,law_report_draft,High Court,HB 208/22,,0,3fe152d1a248fe2619d41c13636c4c884321ab05954202ac833ad9709a3946a7,d14d7f49d4d8fccf3ad49ad0489613c10a0ee3b77b05ab8f27fd676f5cccb490,True
86,zimlex-2022-0fc4789809b8de96e8bb,Mphoko and Another v Nanavac Investments and 2 Others and (209 of 2022) [2022] ZWBHC 209 (28 July 2022) Copy(1).docx,law_report_draft,High Court,HB 209/22,,0,8aca9848e3ceb8554ca822477d27dbbc83994a797691d747c1ded3c1013a1581,203eb58a53333a12392dcaab5de36ace7fc1cd3fc3298bfe954db3b23b229466,True
87,zimlex-2022-29c969d985843fa22cb0,S v Mkhwananzi and Another (21 of 2022) [2022] ZWBHC 272 (21 January 2022) Copy.docx,law_report_draft,High Court,HB 21/22,,0,40f3e856806562702cb0a576f7c214f35294bf4aeb5ded8974f213e5f696ffbe,9f76e270f38d3a7839937e0734200225db716f3d154b1bba7cb54c82bd6aa3b2,True
88,zimlex-2022-9f585d508eec9c2f42a8,S v Vumani (210 of 2022) [2022] ZWBHC 210 (28 July 2022) Copy.docx,law_report_draft,High Court,HB 210/22,,0,2307e3951844e614d8d49223eef2f7d1d368615d380fdcbc3a8e0138455f4f41,8ef21f30c7748c721650962f0ed4880b647a3fa2b47991ad81bd2d27ca132a51,True
89,zimlex-2022-98f10b722e15dc124304,Matola v Maphosa and 8 Others (211 of 2022) [2022] ZWBHC 211 (28 July 2022) Copy.docx,law_report_draft,High Court,HB 211/22,,0,c3f0fca12b3350e7c976784dbbbb421c276aa4d77819bc2a79638f57db639513,edc5f01d70817ff1416e18d4cbed2f6b77354b5cea8c1851f5ee90bb212e08df,True
90,zimlex-2022-bf523e4997be67763757,Bleat Enterprises Pvt Ltd v Chikukwa and 2 Others (212 of 2022) [2022] ZWBHC 212 (4 August 2022) Copy.docx,law_report_draft,High Court,HB 212/22,,0,7046c0ed049c04a317049454f78988885927e7f0ec9ef26b334b2c66ac1a7884,e6a7c94b254f9c0e952c36394265647095b9409cc0413de3377d0f13ef024c85,True
91,zimlex-2022-8b5c38ead1f00b7c43d6,Hwiti v Dzimuri Esq and Another (215 of 2022) [2022] ZWBHC 215 (4 August 2022) Copy.docx,law_report_draft,High Court,HB 215/22,,0,b14b9ea96443bde9edbfe0ba29ddbd192bd82ba277042a82a868c057d820ba9c,37f89c8f1d31fba1573bd4c3074b3ee4ecac4141da463333ed55e930980581f4,True
92,zimlex-2022-57c929eb92ccc8231ff1,S v Muleya (216 of 2022) [2022] ZWBHC 216 (4 August 2022) Copy.docx,law_report_draft,High Court,HB 216/22,,0,815c6253fe5ef891cc07bdfb5f8306e8edabe80ec1a976c4fb9bde37a6c8d843,edb9fecdb25deb73e70f6641b31cb6d08a4d5d0ae56933405610b8524b35d171,True
93,zimlex-2022-49bc593b9ed06f06d8ca,S v Phiri (271 of 2022) [2022] ZWBHC 271 (4 August 2022) Copy.docx,law_report_draft,High Court,HB 217/22,,0,ae600dc06d94b2259b1e934d7314ae14305beb7571fd085bb14dc24a7c224d66,8b25eafba51a43ee5266229873c4bad0d7d8e8562ea18fa2c600a267a3637f71,True
94,zimlex-2022-c05e312d140e3d9487fd,S v Munyavi (218 of 2022) [2022] ZWBHC 218 (4 August 2022) Copy.docx,law_report_draft,High Court,HB 218/22,,0,b8403ce9646c075f80d27752be9dc4cadcd2319e56309dbb696ac5a6d66a1705,c72e903ca6aa987822561493582516dc97441496ce270246f36545a36626b201,True
95,zimlex-2022-3e2b0caa97e6e5c6e915,Sibanda v Sheriff of the High Court and 4 Others (22 of 2022) [2022] ZWBHC 22 (27 January 2022) Copy.docx,law_report_draft,High Court,HB 22/22,,0,15e85ae445dc75438ca0a9dd45c18fcaa0e6ab71967106604ce55227ab5eef69,2d0cbe57b27949b2e1e03a581104bd840ed35311b09c08503493087f05384df6,True
96,zimlex-2022-9f1bf0a2c8828e5cfc2d,Genesis Mining Syndicate v Muguti and 3 Others (23 of 2022) [2022] ZWBHC 23 (27 January 2022) Copy.docx,law_report_draft,High Court,HB 23/22,,0,cef781887d90001376e1e6d3670a5aa4b72e42bc9491cef9436a1388e0e9574b,2abf5d7ec90c0e1c513bbdf68cf8a690a38464d688408ad308d2fb116e38083f,True
97,zimlex-2022-d5b5ce1f05ea4bfbf7c7,S v Mpofu (24 of 2022) [2022] ZWBHC 24 (20 January 2022) Copy.docx,law_report_draft,High Court,HB 24/22,,0,88bbbed394e983b3ab9c891ad6c0205c56a6af3d682aad9d4999b7e60a4aae45,d988bc8411476544d9ec03f147db4d5d5ab3f76e764904b06c730cbfda9a82e3,True
98,zimlex-2022-bef4eb88c0801555883c,S v Moyo (25 of 2022) [2022] ZWBHC 25 (27 January 2022) Copy.docx,law_report_draft,High Court,HB 25/22,,0,de85187dd1fa6331b7af3051136ac4c42f79c25a527c6d03b9df1630f885f18d,c6140d45c5793933cd4f9ac06a4100b55892acf1941a9401737260201fd483cd,True
99,zimlex-2022-8ba19d39107f8f2c66fd,Techshed Investments (Pvt) Ltd v Mpofu and 2 Others (49 of 2022) [2022] ZWBHC 49 (24 February 2022) Copy.docx,law_report_draft,High Court,HB 49/22,,0,8cb2e67e0a5ddd081c1a2606e459df8e25425ae063e42e453c516fd125721b78,8c0890485808b4c5844f23b3d5f8a623bda5eb1864bfcefda488bff11558e775,True
100,zimlex-2022-a18def32cb8bdac81646,MAJWAB~1.DOC,law_report_draft,High Court,HB 67/22,,0,dda06af827287b8253d54bae3de24a8efc396699c73e2a2eb6b2d99786716a84,81a3f31c53062c4c1374aab91218e9a8ec7a2a6805409e0a4ee168567d27fd13,True
101,zimlex-2022-81a5486104e91deac9b4,S v Donga (97 of 2022) [2022] ZWBHC 97 (16 March 2022) Copy.docx,law_report_draft,High Court,HB 97/22,,0,66e433dc419bd4ff389d74dd172424ac1457d282a372425047b194a626b52374,f8e00c478e22eed127c8afb539b59ae7338351cc8f38af9b5363f0745224556b,True
102,zimlex-2022-25d0242bceefc70917cd,S v Ncube (98 of 2022) [2022] ZWBHC 98 (7 March 2022) Copy.docx,law_report_draft,High Court,HB 98/22,,0,4c2e9c7e9c2e8d7e27edf02213c424e784947297df02a7f637f318b06b993b36,fa8afba81d089617a2847dd8c5b669052ec0bde8cbbc4765d94fcbd844eca431,True
103,zimlex-2022-6331aa881f42a01fe2d1,S v Gutu (99 of 2022) [2022] ZWBHC 99 (28 February 2022) Copy.docx,law_report_draft,High Court,HB 99/22,,0,26375ce251e0abdca0c52d366c17b9c9104473c7b8871a7ebb64495c64c1e6f6,ce334f97a05d9c463c077d53c5f12b8c7b17f5196a2436a6ca63c2247093de6f,True
104,zimlex-2022-0d77fa17303029f8e152,S v Mudimba (186 of 2022) [2022] ZWBHC 186 (6 July 2022) Copy.docx,law_report_draft,High Court,HB …………/22; document name supplies (186 of 2022),,0,70169330314aa8d2d87bc6d615754baa7a1f0e8ae16d36939005dc87f9bf9148,db193cb0e555703956ecb0b46fe222db46ced4ae274d15b755cb3d3c6cef9257,True
105,zimlex-2022-9ed12452cb1297242606,Chipiringu v City of Kadoma (204 of 2022) [2022] ZWBHC 204 (28 July 2022) Copy.docx,law_report_draft,High Court,HC 204/22,,0,658d7e9e6c52617a313a608d5578afa5946fd4bf5d0c37bf5e2ad98e80b93881,51669244f5585f2cf6a1108d67dd8a4b8699878eb859161fb6eca8fa4f749ea9,True
106,zimlex-2022-16f0897f6444a95c6627,S v Mada (B 228_22; HCC 30-22; Ref Case No. CRB_ CNHR 01_22) [2022] ZWCHHC 3 (6 October 2022) Copy.docx,law_report_draft,High Court,HCC 30-22,,0,47e154b5bc9703d085915f6e02c6256b8b4215d655ca77fe612a0ebf1b8816e7,aab8b56dcabba521b46235f319c58d118299897a6cf2b37fb3e799d3463e5f2c,True
107,zimlex-2022-190bfc0795ce1c7883e4,DUNHUR~1.DOC,law_report_draft,High Court,HCC01/22,,0,9523d23bda8e46535b9811231b7a7cd4571eda485520fd5ad673c4986421c237,cca5edb43fbeb00e2751820267253f5c4353a29cc2859cddd7fb9e76dd31f434,True
108,zimlex-2022-f12193c3bda47d6d0c9a,S v Kasiyabvuma (CON08_22; HCC03_22) [2022] ZWCHHC 5 (30 March 2022) Copy.docx,law_report_draft,High Court,HCC03/22,,0,341fe1fb9d8d2a7676f13f6411e98f6c569e319746655776323bc87effeb3152,70769e7c0d17582b1ba1b1090b2b932e8bf63775e7a5753b570110f7253c91dd,True
109,zimlex-2022-b71aad6925812e05c55a,S v Mararahanda (B74_22; HCC04_22) [2022] ZWCHHC 4 (28 April 2022) Copy.docx,law_report_draft,High Court,HCC04/22,,0,591032145af7136b5bba3cd04a164231474f616b7c4ff985b39e691f1ca96202,d7a78852ea27c36ae57e0aeac1f4051853dd3d07088527104875decbc288ac2b,True
110,zimlex-2022-4533257235fe6c32670d,S v Zhakata (CRB67_22; HCC32-22) [2022] ZWCHHC 1 (26 October 2022) Copy.docx,law_report_draft,High Court,HCC32-22,,0,0601e80aa202744fe3856ef5e0c66f13f4d44da14aa9e180540d59b5d8df7073,b2be0585ba7848bb8f383cf50f2e2fc340e69230354a3a21b75c457f27a0c075,True
111,zimlex-2022-befe92b41908bdaa0c87,Nhowe v Gondo and Others (HC 2840_22; HH 711-22) [2022] ZWCHHC 2 (14 October 2022) Copy.docx,law_report_draft,High Court,HH 711-22,,0,3dc189aa501dc42447dac90bb6b0a1e1f2c041197228af42a3c1f832b11f1402,5606da7020863969f26cf51985277adfadd1e0d29f6b79defc8c295597a74bfa,True
112,zimlex-2022-f572bd97355d81e57375,MAFUND~1.DOC,law_report_draft,High Court,HH 778-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,48f5f33a75005bfbd08700a18751b76b34bee31cbca8489545c1ab42ff10c525,26f972ffee4513c3915a62bb30e4120edebf21e0f04137885d8f76a1d19e4000,True
113,zimlex-2022-b764803c6524ce5dfd8b,KUBAKA~1(1).DOC,law_report_draft,High Court,HH 894-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,79f3297c21117c0e54de97ef9094b9e34d91150a4d050b47141a6b9eafeb7a5e,fd4a969044f991f00043191242172f8c90008200bdd059d72c7e054615debb1e,True
114,zimlex-2022-97fd07b4079a38332f3c,Kuseri v Kuseri and Another (893 of 2022) [2022] ZWHHC 893 (21 December 2022) Copy(1).docx,law_report_draft,High Court,HH 893-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,a67826c66ee7b0bb81bda2fa28fc8e18caa5b76c819bcf508522dbe455d3e65b,ed9c09cdf06393f0545c4a731d9623a0660401ca0ae48636a706f451210acc98,True
115,zimlex-2022-6cf277f982411f86eb4a,M. M. W (PVT) LTD v ZIMRA (31 of 2022) [2022] ZWHHC 31 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 31-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,1684e4af348ede6c4f448f6c0883c5635792cd9d8404e492fda69b0d3a061c6e,c1cdd165835c5f7e3b845b46d9a383a030e706bb25acc147e4b1b4e7105ee120,True
116,zimlex-2022-420a54cf11d7a9310c1d,Mabika v Danga N.O and 3 Others (819 of 2022) [2022] ZWHHC 819 (16 November 2022) Copy.docx,law_report_draft,High Court,HH 819-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,7a99fd266d54a4383cf69e4a5a27ebcfdcb35330843b1798fa4f95f442a61ec1,225e3b294676749a8f3db5bd008fc21cacf2e75826a3dc741d5e20901d9e9236,True
117,zimlex-2022-d52d22887700d5531180,Machekera v Milmath Security (Private) Limited and 3 Others (824 of 2022) [2022] ZWHHC 824 (16 November 2022) Copy.docx,law_report_draft,High Court,HH 824/22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,933fb9f40b534570246ed17cb02bf1bf32e7b0c175a575dd9629b5ada4fee948,3ee6c647a285326c1228574523d3fdc57b49d7d55af9bf6f89441573492841a4,True
118,zimlex-2022-cb8634f4d15b29e3d23e,Machiwenyika v Chingwaru and 2 Others (818 of 2022) [2022] ZWHHC 818 (16 November 2022) Copy.docx,law_report_draft,High Court,HH 818-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,1f51524e52c60b9ace17ec1a77c72ae9de9ec74bf65eeb05b73ec37eef184f72,858cb774ae9d733e66b3152eed8b9acf6c063f614f73bcadcc12213162f37f23,True
119,zimlex-2022-65a306e6f6b3042120f8,Madake v Makonza and Another (890 of 2022) [2022] ZWHHC 890 (21 December 2022) Copy.docx,law_report_draft,High Court,HH 890-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,dae9ad02315b8841b5b2481b98f4266c951e2489c274571cd33edbcfbcd74557,b96cb733fef562b220ae29a8861eca9fb689ea8feb1a7ba23993c79a87983e1c,True
120,zimlex-2022-d188a39bf6a4da25974c,Madamombe v Madamombe and 3 Others (742 of 2022) [2022] ZWHHC 742 (19 October 2022) Copy.docx,law_report_draft,High Court,HH 742-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,88e09ab29ed1374c6f303ef21d21558eaa3149d122d3c097bb77d7073798dc54,29e892cf2a02ee74280608653cb5d4099a8215c07ed5d36a11b58c39c1fafbec,True
121,zimlex-2022-8ae55dbbf060b20fc87a,Madhlayo and Another v Megalink Investments (Pvt) Ltd (724 of 2022) [2022] ZWHHC 724 (19 October 2022) Copy.docx,law_report_draft,High Court,HH 724-22,filled:case_name:from_source_block; filled:court:from_source_block; filled:case_number:from_source_block; filled:judgment_number:from_source_block; filled:citation:from_source_block; filled:parties:from_source_block; filled:judges:from_source_block; filled:hearing_date:from_source_block; filled:judgment_date:from_source_block; filled:counsel_and_appearances:from_source_block; filled:subject_area:from_source_block; filled:catchwords_flynote:from_source_block; filled:headnote:from_source_block; filled:facts:from_source_block; filled:issues_for_determination:from_source_block; filled:legal_principles:from_source_block; filled:held_decision_points:from_source_block; filled:ratio_decidendi:from_source_block; filled:obiter_dicta_where_relevant:from_source_block; filled:cases_referred_to:from_source_block; filled:legislation_considered:from_source_block; filled:constitutional_provisions_considered:from_source_block; filled:procedural_history:from_source_block; filled:final_order:from_source_block; filled:approval_status:from_source_block; recomputed:judgment_number_prefix; recomputed:judgment_number_int; recomputed:subject_area_terms; recomputed:cases_referred_to_terms; recomputed:legislation_considered_terms; recomputed:constitutional_provisions_considered_terms,31,f6f01f7f3d4ba47db80896530a56f3037d45f52a79c99b103b89e1c6dea83ed2,b4bcb094f59579f97e80823b29d44f9cd76b096e646923ebf2c130690b0aca29,True
122,zimlex-2022-aff8b843d93b9a9b1a4f,SANCTU~1.DOC,law_report_draft,High Court,HH -14-22,,0,cd24c59d77d0dfff9e69546bfb56214d80e4b6aaa48efe3f26eb9197b48a03da,b2150ca3dbc69cd3cf5392cdc67753a7b2802865354365de21812e957b1352bc,True
123,zimlex-2022-7b9bf9bfe714e2a2f227,Zimunya and Another v Shumba and 2 Others (1 of 2022) [2022] ZWHHC 100 (4 January 2022) Copy.docx,law_report_draft,High Court,HH 01-22,,0,9b51d6c9cd7db878ec54d6f977363a0cb6eca283517c319900ac5935880171f6,58658fd188485ff912fc37515b876cf89e260111d4466e6605f44f5da9669ce3,True
124,zimlex-2022-b4622a9fed583ff59efe,CARRUT~1(1).DOC,law_report_draft,High Court,HH 01-23,,0,394a27b808b6767c72df7e8cddd10ce33675d0b8c95689856b146cada0682003,e9f83c958e98e21c3423190f3718ac74193763f06c7bca2fa02d06877689c2ba,True
125,zimlex-2022-94c3a56aaf3adb58c852,Fernoughty v Chataika and 2 Others (4 of 2022) [2022] ZWHHC 4 (12 January 2022) Copy(1).docx,law_report_draft,High Court,HH 04-22,,0,6499ea2abd23a5ffe525751b1a2033c092a5584c274997553b68e539d963ca39,482b49b662669c258d0b8356d239baefe32fb3024511a9309452508417214201,True
126,zimlex-2022-2834b8259d0f025a534a,Sakutombo v Master of the High Court and 3 Others (5 of 2022) [2022] ZWHHC 5 (12 January 2022) Copy(1).docx,law_report_draft,High Court,HH 05-22,,0,814a513a1f85f2a8962d50f9b31f2a2a47516063d795245f4283cfbaf65b7fd3,0b24d89adfc12cb6d85cf71ad79c707ec0509b4cfa07ced29b442a8184334114,True
127,zimlex-2022-21961d181c99d3386a73,Bennet v Bennet and 4 Others (6 of 2022) [2022] ZWHHC 6 (12 January 2022) Copy.docx,law_report_draft,High Court,HH 06-22,,0,5bd5113da98e6be73b51ac342fecc9431aa54c8b557f27f539796f286d30cb42,50da857d4c792df03be775edbc0b502211a1cdf76678425e4bec0959d67068c6,True
128,zimlex-2022-090aedbc464b83c3ee18,Kawanzaruwa v Esquire Matova N.O and Another (7 of 2022) [2022] ZWHHC 7 (12 January 2022) Copy(1).docx,law_report_draft,High Court,HH 07-22,,0,fd61f0177097286d6fda8223260c646ed8af37f6a04de70af8f17348a02d8b90,22b9594ffeb230a75224f82408f6bd0ebbc128c2f01ecf610641a56dd9084957,True
